line;company;region;good;win;comment
8;Акционерное общество Пермская научно-производственная приборостроительная компания;Пермский край, г.Пермь;1;;
8;Акционерное общество Авиаавтоматика имени В.В. Тарасова;Курская обл., г.Курск;1;1;
8;Общество с ограниченной ответственностью Научно-производственный центр Авиационное литье;г. Москва;0;;3
8;Общество с ограниченной ответственностью Ойстерс;г. Москва;1;1;
8;Общество с ограниченной ответственностью Производственно-коммерческая компания Модерн инжиниринг системс;Приморский край, г.Владивосток;0;;3
8;Общество с ограниченной ответственностью Авиационно-Промышленная Компания ВЕКТОР;г. Москва;1;;
8;Акционерное общество Ассоциация разработчиков и производителей систем мониторинга;г. Санкт-Петербург;1;;
8;Акционерное общество Научно-исследовательский институт технической физики и автоматизации;г. Москва;0;;1
8;Федеральное государственное унитарное предприятие Ордена Ленина и ордена Трудового Красного Знамени научно-исследовательский институт синтетического каучука имени академика С.В.Лебедева.;г. Санкт-Петербург;0;;3
8;Открытое акционерное общество Ковровский электромеханический завод;Владимирская обл., г.Ковров;1;;
8;Открытое акционерное общество Тяжстанкогидропресс;Новосибирская обл., г.Новосибирск;1;;
8;Публичное акционерное общество КУЗНЕЦОВ;Самарская обл., г.Самара;1;;
8;Федеральное государственное унитарное предприятие Крыловский государственный научный центр;г. Санкт-Петербург;1;;
8;Акционерное общество Научно-исследовательский институт систем связи и управления;г. Москва;0;;1
8;Закрытое акционерное общество Макдэл-Технологии;г. Москва;1;;
8;Общество с ограниченной ответственностью Глобал Дата Консалтинг энд Сервисез;Республика Татарстан, г.Казань;1;;
8;Общество с ограниченной ответственностью Объединенная Компания РУСАЛ Инженерно-технологический центр;Красноярский край, г.Красноярск;1;;
8;Общество с ограниченной ответственностью Ульяновский автомобильный завод;Ульяновская обл., г.Ульяновск;1;1;
8;Акционерное общество Научно-производственное объединение Лианозовский электромеханический завод;г. Москва;1;;
8;Общество с ограниченной ответственностью Промышленная Компания Втормет;г. Москва;1;;
8;Акционерное общество Средне-Невскиий судостроительный завод;г. Санкт-Петербург;1;;
8;Акционерное общество Заводская компания металлов;г. Москва;1;;
8;Акционерное общество Томская генерация;Томская обл., г.Томск;1;;
8;Общество с ограниченной ответственностью Дневник.ру;г. Санкт-Петербург;1;;
8;Общество с ограниченной ответственностью Прикамская гипсовая компания;Пермский край, г.Пермь;1;;
8;Публичное акционерное общество КУЗНЕЦОВ;Самарская обл., г.Самара;1;;
8;Общество с ограниченной ответственностью Научно-производственное предприятие ЭКРА;Чувашская Республика - Чувашия, г.Чебоксары;1;;
8;Акционерное общество Особое конструкторское бюро кабельной промышленности;Московская обл., г.Мытищи (Мытищинский район);1;;
8;Акционерное общество ЗАВОД ЭЛЕКОН;Республика Татарстан, г.Казань;1;;
8;Федеральное государственное унитарное предприятие Уральский электромеханический завод;Свердловская обл., г.Екатеринбург;0;;4
8;Закрытое акционерное общество Безопасные технологии;г. Санкт-Петербург;1;1;
8;Публичное акционерное общество КАМАЗ;Республика Татарстан, г.Набережные Челны;1;;
8;Общество с ограниченной ответственностью КНС Групп;г. Москва;1;;
8;Публичное акционерное общество Татнефть имени В.Д.Шашина;Республика Татарстан, г.Альметьевск (Альметьевский район);1;;
8;Закрытое акционерное общество КАРДАН;Самарская обл., г.Сызрань;0;;1
8;Закрытое акционерное общество Чебоксарское предприятие Сеспель;Чувашская Республика - Чувашия, г.Чебоксары;1;;
8;Закрытое акционерное общество Фирма Транслайн;г. Санкт-Петербург;1;;
8;Общество с ограниченной ответственностью фирма Торговый Дом Ярмарка;Республика Карелия, г.Петрозаводск;1;;
8;Общество с ограниченной ответственностью Научно-производственное предприятие Лазерные системы;г. Санкт-Петербург, г.Стрельна;1;;
8;Публичное акционерное общество КАМАЗ;Республика Татарстан, г.Набережные Челны;1;;
8;Открытое акционерное общество Уфимское научно-производственное предприятие МОЛНИЯ;Республика Башкортостан, г.Уфа;1;;
8;Общество с ограниченной ответственностью ИНВЭНТ-Электро;Республика Татарстан, г.Столбище (Лаишевский район);1;;
8;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ СТРОИТЕЛЬНАЯ ПОМОЩЬ;Нижегородская обл., г.Нижний Новгород;1;;
8;Общество с ограниченной ответственностью Дубовицкое;Орловская обл., г.Дубовик (Малоархангельский район);0;;3
8;Акционерное общество Научно-производственная фирма Микран;Томская обл., г.Томск;1;;
8;Общество с ограниченной ответственностью СУАЛ-ПМ;Иркутская обл., г.Шелехов;1;;
8;Закрытое акционерное общество научно-производственное объединение УНИХИМТЕК;Московская обл., г.Климовск;1;1;
8;Общество с ограниченной ответственностью ГЕРС ИНЖИНИРИНГ;Московская обл., г.Щелково (Щелковский район);1;;
8;Общество с ограниченной ответственностью Павловский автобусный завод;Нижегородская обл., г.Павлово (Павловский район);1;;
8;Публичное акционерное общество Радиофизика;г. Москва;1;;
8;Публичное акционерное общество Уфимское моторостроительное производственное объединение;Республика Башкортостан, г.Уфа;1;;
8;Общество с ограниченной ответственностью Инженерный центр пожарной робототехники ЭФЭР;Республика Карелия, г.Петрозаводск;1;;
8;Акционерное общество Научно-производственное объединение Опытно-конструкторское бюро имени М.П. Симонова;Республика Татарстан, г.Казань;1;;
8;Общество с ограниченной ответственностью Фоника Гипс;Республика Татарстан, г.Сюкеево (Камско-Устьинский район);1;;
8;Акционерное общество Молочный комбинат Ставропольский;Ставропольский край, г.Ставрополь;1;;
8;Общество с ограниченной ответственностью Завод Автокомпонент;Нижегородская обл., г.Нижний Новгород;1;;
8;Акционерное общество Алтайского вагоностроения;Алтайский край, г.Новоалтайск;1;1;
8;Публичное акционерное общество КАМАЗ;Республика Татарстан, г.Набережные Челны;1;;
8;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ПОРОШКОВЫХ КРАСОК ПИГМЕНТ;г. Санкт-Петербург;1;;
8;Открытое акционерное общество Магнитогорский металлургический комбинат;Челябинская обл., г.Челябинск;1;1;
8;Акционерное общество Научно-производственное объединение Андроидная техника;г. Москва;0;;1
8;АКЦИОНЕРНОЕ ОБЩЕСТВО СРЕДНЕВОЛЖСКАЯ МЕЖРЕГИОНАЛЬНАЯ АССОЦИАЦИЯ РАДИОТЕЛЕКОММУНИКАЦИОННЫХ СИСТЕМ;Самарская обл., г.Самара;1;1;
8;Акционерное общество Научно-исследовательский институт систем связи и управления;г. Москва;0;;1
8;Общество с ограниченной ответственностью Электростекло;г. Москва;1;;
8;Акционерное общество Информационные и управляющие системы;Саратовская обл., г.Саратов;1;;
8;Акционерное общество Специальное конструкторско-технологическое бюро КАТАЛИЗАТОР;Новосибирская обл., г.Новосибирск;1;;
8;Общество с ограниченной ответственностью Красноярский котельный завод;Красноярский край, г.Красноярск;1;;
8;Общество с ограниченной ответственностью Бюджетные и Финансовые Технологии;Белгородская обл., г.Белгород;1;;
8;Открытое акционерное общество ОКБ-Планета;Новгородская обл., г.Великий Новгород;1;;
8;Общество с ограниченной ответственностью МорНефтеГазСтрой;г. Санкт-Петербург;1;;
8;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО РАДИО И МИКРОЭЛЕКТРОНИКА;Новосибирская обл., г.Новосибирск;1;;
8;Акционерное общество НЕОЛАНТ;г. Москва;1;;
8;Акционерное общество Светлана-Электронприбор;г. Санкт-Петербург;0;;1
8;Акционерное общество Химический завод им. Л.Я. Карпова;Республика Татарстан, г.Менделеевск (Менделеевский район);1;;
9;Акционерное общество Федеральный центр науки и высоких технологий Специальное научно-производственное объединение Элерон;г. Москва;1;1;
9;Публичное акционерное общество КАМАЗ;Республика Татарстан, г. Набережные Челны;1;;
9;Открытое акционерное общество Эфирное;Белгородская обл., г. Алексеевка (Алексеевский район);1;;
9;Акционерное общество Группа компаний Титан;Омская обл., г. Омск;0;;1
9;Акционерное общество Научно-производственное объединение Лианозовский электромеханический завод;г. Москва;1;;
9;Общество с ограниченной ответственностью Научно-производственное предприятие ЭКРА;Чувашская Республика - Чувашия, г. Чебоксары;1;;
9;Общество с ограниченной ответственностью Производственная компания Альтоника;г. Москва;1;;
9;Публичное акционерное общество КАМАЗ;Республика Татарстан, г. Набережные Челны;1;;
9;Публичное акционерное общество КАМАЗ;Республика Татарстан, г. Набережные Челны;1;;
9;Общество с ограниченной ответственностью Дубовицкое;Орловская обл., с. Дубовик (Малоархангельский район);0;;2
9;Общество с ограниченной ответственностью Самара-Авиагаз;Самарская обл., г. Самара;1;;
9;Акционерное общество ПКК Миландр;г. Москва, г. Зеленоград;1;;
9;Закрытое акционерное общество ТРИНИТИ Солюшнс;г. Москва;1;;
9;Общество с ограниченной ответственностью КАТОК;Челябинская обл., г. Челябинск;1;;
9;Публичное акционерное общество Машиностроительный завод имени М.И.Калинина г. Екатеринбург;Свердловская обл., г. Екатеринбург;1;1;
9;Акционерное общество ТСНРУ;Республика Татарстан, г. Казань;1;;
9;Закрытое акционерное общество Полицелл;Владимирская обл., г. Владимир;0;;1
9;Акционерное общество Светлана-Электронприбор;г. Санкт-Петербург;1;1;
9;Акционерное общество Всероссийский научно-исследовательский институт по переработке нефти;г. Москва;1;;
9;Общество с ограниченной ответственностью Ядерные Технологии в Медицине;г. Москва;1;;
9;Федеральное государственное унитарное предприятие Государственный завод медицинских препаратов;г. Москва;0;;3
9;Общество с ограниченной ответственностью Опытно-конструкторское бюро машиностроения - Технологическое оборудование;Калининградская обл., г. Калининград;0;;3
9;Общество с ограниченной ответственностью Научно-техническая и коммерческая фирма Си-Норд;г. Санкт-Петербург;1;1;
9;Общество с ограниченной ответственностью Ойстерс;г. Москва ;1;1;
9;Общество с ограниченной ответственностью Открытый код;Самарская обл., г. Самара;1;;
9;Открытое акционерное общество Томский электромеханический завод им. В.В.Вахрушева;Томская обл., г. Томск;1;;
9;Общество с ограниченной ответственностью НИАГАРА КОМПЬЮТЕРС;г. Москва;1;;
9;Акционерное общество Научно-производственная фирма Микран;Томская обл., г. Томск;1;;
9;Общество с ограниченной ответственностью Алтайский геофизический завод;Алтайский край, г. Барнаул;1;;
9;Федеральное государственное унитарное предприятие Уральский электромеханический завод;Свердловская обл., г. Екатеринбург;1;;
9;Публичное акционерное общество Научно – производственное объединение Завод Волна;г. Санкт-Петербург;0;;1
9;Акционерное общество Русские краски;Ярославская обл., г. Ярославль;1;1;
9;Акционерное общество Шахтинский завод Гидропривод;Ростовская обл., г. Шахты;1;;
9;Акционерное общество Волжский электромеханический завод;Республика Марий Эл, г. Волжск;1;1;
9;Общество с ограниченной ответственностью Уральский центр систем безопасности;Свердловская обл., г. Екатеринбург;1;;
9;Публичное акционерное общество Татнефть имени В.Д.Шашина;Республика Татарстан, г. Альметьевск (Альметьевский район);1;1;
9;Закрытое акционерное общество Кондор-Эко;Ярославская обл., р.п. Семибратово (Ростовский район);1;;
9;Акционерное общество Научно-производственное предприятие Радиосвязь;Красноярский край, г. Красноярск;1;;
9;Общество с ограниченной ответственностью ЗАВОД ХОЛОДИЛЬНОГО МАШИНОСТРОЕНИЯ;Московская обл., р.п. Калининец (Наро-Фоминский район);0;;2
9;Акционерное общество Газпромнефть - Омский НПЗ;Омская обл., г. Омск;0;;2
9;Акционерное общество НЕОЛАНТ;г. Москва ;1;1;
9;Общество с ограниченной ответственностью Сельскохозяйственный производственный комплекс Чистогорский;Кемеровская обл., п. Чистогорский (Новокузнецкий район);1;1;
9;Акционерное общество Концерн Центральный научно-исследовательский институт Электроприбор;г. Санкт-Петербург;1;1;
9;Акционерное общество Московский научно-исследовательский институт радиосвязи;г. Москва;0;;2
9;Акционерное общество Муромский радиозавод;Владимирская обл., г. Муром;1;;
9;Общество с ограниченной ответственностью КАМА КРИСТАЛЛ ТЕХНОЛОДЖИ;Республика Татарстан, г. Набережные Челны;1;;
9;Акционерное общество ГИДРОГАЗ;Воронежская обл., г. Воронеж;1;;
9;Общество с ограниченной ответственностью Электростекло;г. Москва;1;;
9;Акционерное общество РИФ;Воронежская обл., г. Острогожск (Острогожский район);1;1;
9;Акционерное общество Новозыбковский машиностроительный завод;Брянская обл., г. Новозыбков;1;;
9;Общество с ограниченной ответственностью Промышленная Компания Вторалюминпродукт;г. Москва;0;;2
9;Акционерное общество Уфимское научно-производственное предприятие МОЛНИЯ;Республика Башкортостан, г. Уфа;1;;
9;Акционерное общество Научно-производственное объединение Андроидная техника;г. Москва;1;;
9;Общество с ограниченной ответственностью Интеллектуальная интеграция;г. Москва;1;1;
9;Общество с ограниченной ответственностью КАЗАНСКИЙ ДСК;Республика Татарстан, г. Казань;1;;
9;Общество с ограниченной ответственностью Кузбасский Центр сварки и контроля;Кемеровская обл., г. Кемерово;1;;
9;Общество с ограниченной ответственностью Ивтехсервис;Ивановская обл., г. Иваново;1;;
9;Общество с ограниченной ответственностью Связь-Транс.М;г. Москва ;1;;
9;Акционерное общество НАУЧНО-ПРОИЗВОДСТВЕННАЯ ФИРМА СТАРТ;Ярославская обл., г. Рыбинск (Рыбинский район);1;;
9;Общество с ограниченной ответственностью Альт-Комплект;г. Москва;1;;
9;Общество с ограниченной ответственностью Руслед;Томская обл., г. Томск;1;;
9;Общество с ограниченной ответственностью Авиационно-Промышленная Компания ВЕКТОР;г. Москва;1;;
9;Публичное акционерное общество Татнефть имени В.Д.Шашина;Республика Татарстан, г. Альметьевск (Альметьевский район);1;;
9;Общество с ограниченной ответственностью Южный полюс;Краснодарский край, г. Кропоткин;1;1;
9;Общество с ограниченной ответственностью Русэлпром;г. Москва;0;;1
9;Общество с ограниченной ответственностью ФайберТрейд;Новосибирская обл., г. Новосибирск;1;;
9;Публичное акционерное общество Электромеханика;Тверская обл., г. Ржев;1;;
9;Акционерное общество Ордена Трудового Красного Знамени Всероссийский научно-исследовательский институт радиоаппаратуры;г. Санкт-Петербург;1;;
9;Акционерное общество Научно–производственное объединение Компрессор;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью Торговый дом Руст-95;г. Москва;0;;1
9;Общество с ограниченной ответственностью фирма Торговый Дом Ярмарка;Республика Карелия, г. Петрозаводск ;1;;
9;Общество с ограниченной ответственностью ОКСтройбис;г. Москва;1;;
9;Общество с ограниченной ответственностью;Челябинская обл., г. Миасс;1;;
9;Публичное акционерное общество КУЗНЕЦОВ;Самарская обл., г. Самара;1;;
9;Общество с ограниченной ответственностью Тверская Инжиниринговая Компания;Тверская обл., г. Тверь;0;;1
9;Акционерное общество Опытно-конструкторское бюро Аэрокосмические системы;Московская обл., г. Дубна;1;;
9;Закрытое акционерное общество Мезон;Вологодская обл., г. Вологда;0;;1
9;Общество с ограниченной ответственностью Альфа стил;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью Инвестиционная Промышленная Компания;Республика Удмуртская, г. Ижевск;0;;3
9;Общество с ограниченной ответственностью СУАЛ-ПМ;Иркутская обл., г. Шелехов;1;1;
9;Акционерное общество Уральское производственное предприятие Вектор;Свердловская обл., г. Екатеринбург;1;;
9;Общество с ограниченной ответственностью Павловский автобусный завод;Нижегородская обл., г. Павлово (Павловский район);1;;
9;Публичное акционерное общество КАМАЗ;Республика Татарстан, г. Набережные Челны;1;;
9;Акционерное общество Русская механика;Ярославская обл., г. Рыбинск (Рыбинский район);0;;2
9;Общество с ограниченной ответственностью Экоальянс;Свердловская обл., г. Новоуральск;1;;
9;Закрытое акционерное общество Алтайвитамины;Алтайский край, г. Бийск;1;1;
9;Общество с ограниченной ответственностью Завод пластмассовых изделий Альтернатива;Республика Башкортостан, г. Октябрьский;1;1;
9;Акционерное общество Научно-производственное объединение Андроидная техника;г. Москва;1;;
9;Промышленная химико-фармацевтическая компания Открытое Акционерное Общество Медхимпром;Московская обл., г. Балашиха;1;1;
9;Акционерное общество Научно-производственное объединение Андроидная техника;г. Москва;1;;
9;Акционерное общество НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТОЧНОЙ МЕХАНИКИ;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью Геопроектизыскания;г. Москва;0;;2
9;Акционерное общество Цветлит;Республика Мордовия, г. Саранск;1;1;
9;Акционерное общество Московский Опытный Завод Буровой Техники;г. Москва, г. Зеленоград;1;1;
9;Акционерное общество Пермский завод Машиностроитель;Пермский край, г. Пермь;1;;
9;Открытое акционерное общество Каменск-Уральский металлургический завод;Свердловская обл., г. Каменск-Уральский;1;;
9;Федеральное государственное унитарное предприятие Ордена Ленина и ордена Трудового Красного Знамени научно-исследовательский институт синтетического каучука имени академика С.В.Лебедева;г. Санкт-Петербург;0;;2
9;Общество с ограниченной ответственностью ССТэнергомонтаж;Московская обл., г. Мытищи;1;;
9;Акционерное общество Ордена Трудового Красного Знамени Всероссийский научно-исследовательский институт радиоаппаратуры;г. Санкт-Петербург;0;;1
9;Общество с ограниченной ответственностью Центр научно-технического сотрудничества ХимБиоБезопасность;г. Москва;0;;1
9;Общество с ограниченной ответственностью НОРДЕНА;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью АСТ-СОФТ;Челябинская обл., г. Челябинск;1;;
9;Акционерное общество Научно-исследовательский институт полупроводниковых приборов;Томская обл., г. Томск;1;;
9;Публичное акционерное общество Приаргунское производственное горно-химическое объединение;Забайкальский край, г. Краснокаменск (Краснокаменский район);1;1;
9;Федеральное государственное унитарное предприятие Производственное объединение Октябрь;Свердловская обл., г. Каменск-Уральский;1;;
9;Федеральное государственное унитарное предприятие Производственное объединение Октябрь;Свердловская обл., г. Каменск-Уральский;1;;
9;Общество с ограниченной ответственностью НПО СЕВЕР;г. Москва;1;1;
9;Общество с ограниченной ответственностью Тролза-Электро;Саратовская обл., г. Энгельс;0;;3
9;Общество с ограниченной ответственностью Промышленная компания МИОН;Томская обл., г. Томск;1;;
9;Закрытое акционерное общество АСТ;г. Москва;1;;
9;Акционерное общество Завод ПРОТОН;г. Москва, г. Зеленоград;1;;
9;Публичное акционерное общество КАМАЗ;Республика Татарстан, г. Набережные Челны;1;;
9;Общество с ограниченной ответственностью ПРИМОРСКИЙ КОНДИТЕР;Приморский край, г. Владивосток;1;;
9;Общество с ограниченной ответственностью Электромашина;Кемеровская обл., г. Кемерово;1;;
9;Общество с ограниченной ответственностью Предприятие ЭЛТЕКС;Новосибирская обл., г. Новосибирск ;1;;
9;Открытое акционерное общество Текстильмаш;Чувашская Республика - Чувашия, г. Чебоксары;0;;1
9;Общество с ограниченной ответственностью Проектно-производственная фирма Технические системы;Удмуртская Республика, г. Глазов;0;;3
9;Закрытое акционерное общество Медисорб;Пермский край, г. Пермь;1;1;
9;Общество с ограниченной ответственностью САРАНСККАБЕЛЬ;Республика Мордовия, г. Саранск;1;;
9;Акционерное общество Саханефтегазсбыт;Республика Саха (Якутия), г. Якутск;0;;1
9;Общество с ограниченной ответственностью Вебер Комеханикс Поволжье;Самарская обл., г. Самара;1;;
9;Публичное акционерное общество ГОРЬКОВСКИЙ ЗАВОД АППАРАТУРЫ СВЯЗИ ИМ. А.С. ПОПОВА;Нижегородская обл., г. Нижний Новгород;1;;
9;Общество с ограниченной ответственностью НПТ Климатика;г. Москва;1;;
9;Общество с ограниченной ответственностью МАСТЕР-ЗНАК;Пермский край, г. Пермь;1;;
9;Публичное акционерное общество КУЗНЕЦОВ;Самарская обл., г. Самара;1;;
9;Общество с ограниченной ответственностью Салаватский катализаторный завод;Республика Башкортостан, г. Салават;1;;
9;Акционерное общество Диаконт;г. Санкт-Петербург;1;1;
9;Общество с ограниченной ответственностью Завод Автокомпонент;Нижегородская обл., г. Нижний Новгород;1;;
9;Закрытое акционерное общество Завод Киров-Энергомаш- дочернее общество ОАО Кировский завод;г. Санкт-Петербург;1;;
9;Публичное акционерное общество Татнефть имени В.Д.Шашина;Республика Татарстан, г. Альметьевск (Альметьевский район);1;;
9;Акционерное общество ЛОМО;г. Санкт-Петербург;1;;
9;Закрытое акционерное общество Чебоксарский электроаппаратный завод;Чувашская Республика - Чувашия, г. Чебоксары;1;;
9;Акционерное общество Научно-производственное объединение Лианозовский электромеханический завод;г. Москва;1;;
9;Открытое акционерное общество Бугульминскийэлектронасосный завод;Республика Татарстан, г. Бугульма (Бугульминский район);1;;
9;Общество с ограниченной ответственностью ДСТ-УРАЛ;Челябинская обл., г. Челябинск;1;1;
9;Публичное акционерное общество МегаФон;г. Москва;0;;2
9;Акционерное общество НИИЭФА ИМ. Д.В. ЕФРЕМОВА;г. Санкт-Петербург, п. Металлострой;1;;
9;Общество с ограниченной ответственностью Инженерный центр пожарной робототехники ЭФЭР;Республика Карелия, г. Петрозаводск;1;;
9;Публичное акционерное общество Радиофизика;г. Москва;1;1;
9;Закрытое акционерное общество Медисорб;Пермский край, г. Пермь;1;;
9;Общество с ограниченной ответственностью КАМЕННЫЙ ВЕК;Московская обл., г. Дубна;1;1;
9;Общество с ограниченной ответственностью Объединенная Компания РУСАЛ Инженерно-технологический центр;Красноярский край, г. Красноярск;1;;
9;Акционерное общество Научно-производственная фирма Микран;Томская обл., г. Томск;1;;
9;Общество с ограниченной ответственностью ГорГеоСтрой;г. Москва;1;;
9;Акционерное общество Научно-производственное объединение Андроидная техника;г. Москва;1;;
9;Закрытое акционерное общество Чебоксарское предприятие Сеспель;Чувашская Республика - Чувашия, г. Чебоксары;1;;
9;Общество с ограниченной ответственностью Сельскохозяйственное предприятие Дары Малиновки;Красноярский край, г. Красноярск;0;;1
9;Кемеровское акционерное общество Азот;Кемеровская обл., г. Кемерово;1;;
9;Открытое акционерное общество Авангард;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью Ратимир;Приморский край, г. Владивосток;1;;
9;Общество с ограниченной ответственностью НеоБИТ;г. Санкт-Петербург;1;;
9;Общество с ограниченной ответственностью Финансово-производственная компания в атомной энергетике;г. Москва;1;;
9;Акционерное общество РУСАЛ Красноярский Алюминиевый Завод;Красноярский край, г. Красноярск;1;;
9;Акционерное Общество Калужский электромеханический завод;Калужская обл., г. Калуга;0;;2
9;Публичное акционерное общество Дальприбор;Приморский край, г. Владивосток;1;1;
9;Закрытое акционерное общество Научно-производственный холдинг ВМП;Свердловская обл., г. Екатеринбург;1;;
9;Акционерное общество ГМС Нефтемаш;Тюменская обл., г. Тюмень;1;;
9;Закрытое акционерное общество Макдэл-Технологии;г. Москва;0;;3
9;Акционерное общество Научно-производственное предприятие Радиосвязь;Красноярский край, г. Красноярск;1;1;
9;Публичное акционерное общество Уфимское моторостроительное производственное объединение;Республика Башкортостан, г. Уфа;1;1;
9;Общество с ограниченной ответственностью КНС Групп;г. Москва;1;;
9;Акционерное общество Молочный комбинат Ставропольский;Ставропольский край, г. Ставрополь ;1;1;
9;Общество с ограниченной ответственностью Южно-уральская Горно-перерабатывающая Компания;Оренбургская обл., г. Новотроицк;1;;
9;Акционерное общество Специальное конструкторско-технологическое бюро КАТАЛИЗАТОР;Новосибирская обл., г. Новосибирск ;1;;
9;Общество с ограниченной ответственностью Теплотэкс;Ивановская обл., г. Иваново;1;;
9;Акционерное общество Информационные спутниковые системы имени академика М.Ф. Решетнева;Красноярский край, г. Железногорск ;1;;
9;Общество с ограниченной ответственностью Экоальянс;Свердловская обл., г. Новоуральск;1;;
9;Общество с ограниченной ответственностью Фармстрой РК;Московская обл., г. Видное (Ленинский район);1;1;
9;Общество с ограниченной ответственностью Сибирский Институт Горного Дела;Кемеровская обл., г. Кемерово;1;;
9;Закрытое акционерное общество НТЦ Приводная Техника;г. Москва;0;;3
9;Открытое акционерное общество РУСАЛ Братский алюминиевый завод;Иркутская обл., г. Братск;1;1;
9;Публичное акционерное общество Научно-производственное объединение Сатурн;Ярославская обл., г. Рыбинск (Рыбинский район);1;1;
9;Публичное акционерное общество КУЗНЕЦОВ;Самарская обл., г. Самара;1;1;
9;Открытое акционерное общество Томский электромеханический завод им. В.В.Вахрушева;Томская обл., г. Томск;1;;
9;Общество с ограниченной ответственностью ИБС Экспертиза;г. Москва;1;1;
9;Акционерное общество Сибирско–Уральская Алюминиевая компания;Свердловская обл., г. Каменск-Уральский;1;1;
9;Общество с ограниченной ответственностью Омега;г. Санкт-Петербург;1;;
9;Закрытое акционерное общество Протон-Электротекст;Орловская обл., г. Орел;1;;
9;Общество с ограниченной ответственностью Сервисный центр Химаналитсервис;Нижегородская обл., г. Дзержинск ;1;;
9;Акционерное общество Борисоглебский ордена Трудового Красного Знамени завод химического машиностроения;Воронежская обл., г. Борисоглебск (Борисоглебский район);1;;
9;Общество с ограниченной ответственностью КНС Групп;г. Москва;1;;
9;Общество с ограниченной ответственностью Научно-Производственное Объединение Институт Переработки Газа и Газового Конденсата;г. Москва;1;;
